"AA","AB","AC","BA","BB","BC","CA","CB","CC"
"41068567",0.4,0.4,0,1,0,0,0,0,0
"41068576",0,0.75,0,0.428571428571429,0.428571428571429,0.142857142857143,1,0,0
"41068607",0,0.4,0,0.5,0.5,0,1,0,0
"41068650",0.5,0.25,0,0.285714285714286,0.571428571428571,0.142857142857143,0,0.5,0.5
"41068774",0,0.75,0,0.571428571428571,0.285714285714286,0,0,0,0
"41068780",0.5,0,0,1,0,0,0,0,0
"41068920",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"41068989",0.75,0,0,1,0,0,0,0,0
"41069367",0.625,0.125,0.125,1,0,0,1,0,0
"41069478",0,0.5,0.5,0.5,0,0.25,0.333333333333333,0.333333333333333,0
"41069495",0.5,0.5,0,0,0.6,0.2,0.5,0,0.5
"41069598",0.714285714285714,0.142857142857143,0,0.5,0,0,0,0,0
"41069604",0,0,0,0.125,0.625,0.125,0,1,0
"41069646",0.5,0.25,0,1,0,0,0,1,0
"41069706",0.4,0,0.4,0,0,0,1,0,0
"41069770",0.4,0,0.2,1,0,0,1,0,0
"41069969",0.75,0,0,0,0,0,0,0,0
"41070120",0.666666666666667,0,0,1,0,0,0,0,0
"41070330",0.25,0.25,0.25,0.4,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333
"41070399",0.6,0.2,0,1,0,0,0,0,0
"41070415",0.5,0,0,0,0,0,0,0,0
"41070554",0.333333333333333,0.166666666666667,0.333333333333333,0,0,1,0.75,0,0.25
"41070633",0.6,0,0.2,0,0,0,1,0,0
"41070673",0,1,0,0.125,0.5,0.25,0,0.5,0
"41070857",0.6,0,0.2,0,0,0,0.666666666666667,0,0.333333333333333
"41071232",0,0.25,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0
"41071308",0.666666666666667,0,0,0,0,0,0,0,0
"41071907",0.2,0.2,0.4,0.428571428571429,0.285714285714286,0,0.5,0.5,0
"41071980",0.5,0,0.25,0,0.5,0.5,1,0,0
"41072012",0.166666666666667,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41072627",0.2,0.2,0.4,1,0,0,1,0,0
"41072640",0.6,0.2,0,1,0,0,0,0,0
"41072750",0.625,0.25,0,1,0,0,0,0,0
"41072888",0.4,0.2,0.2,0.666666666666667,0.333333333333333,0,0,1,0
"41072927",0.75,0,0,0,0,0,0,0,0
"41072936",0.25,0.25,0,1,0,0,0,0,0
"41073072",0.5,0.25,0,1,0,0,0,0,0
"41073092",0,0.75,0.25,0.666666666666667,0.166666666666667,0.166666666666667,0,0.666666666666667,0
"41073203",0.666666666666667,0,0,0,0,0,0,0,0
"41073304",0.666666666666667,0,0,0,0,0,0,0,0
"41073413",0,0.714285714285714,0.142857142857143,1,0,0,1,0,0
"41073493",0.2,0.6,0,1,0,0,0,0,0
"41073527",0.5,0,0,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0
"41073604",0.2,0.4,0.2,1,0,0,1,0,0
"41073631",0.75,0,0,0,0,0,0,0,0
"41073776",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"41073979",0.75,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0
"41073985",0,0.8,0,0.8,0.2,0,1,0,0
"41074013",0.25,0.5,0.25,0.75,0.25,0,0,0,0
"41074128",0.625,0.125,0,1,0,0,0,0,0
"41074207",0.4,0.4,0,1,0,0,0,0,0
"41074296",0.6,0.2,0,1,0,0,0,0,0
"41074315",0.875,0,0,0,0,0,0,0,0
"41074409",0.666666666666667,0,0,0,0,0,0,0,0
"41074435",0.75,0,0,0,0,0,0,0,0
"41074502",0.666666666666667,0,0,0.166666666666667,0.833333333333333,0,0,0,0
"41074503",0.571428571428571,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"41074629",0.2,0.4,0.2,1,0,0,0.5,0,0.5
"41075000",0,0.75,0,0.571428571428571,0.428571428571429,0,0,0,0
"41075211",0.75,0,0,0,0,0,0,0,0
"41075261",0.25,0.5,0,0.666666666666667,0,0.333333333333333,0,0,0
"41075312",0.4,0.4,0,1,0,0,0,0,0
"41075406",0.5,0.333333333333333,0,0.75,0.25,0,0,0,0
"41075909",0.4,0.4,0,1,0,0,1,0,0
"41075977",0.333333333333333,0.333333333333333,0.166666666666667,0.8,0.2,0,0,1,0
"41076171",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"41076181",0.428571428571429,0.285714285714286,0.142857142857143,0.666666666666667,0.333333333333333,0,1,0,0
"41076270",0.666666666666667,0,0,0,0,0,0,0,0
"41076314",0,0.5,0.5,0,0.4,0.4,0.666666666666667,0.333333333333333,0
"41076408",0.75,0.125,0,0,0,1,1,0,0
"41076469",0,0,0.333333333333333,0.5,0.5,0,0.5,0,0.5
"41076471",0,0.25,0.25,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"41076499",0.4,0.2,0,1,0,0,0,0,0
"41076583",0.75,0,0,0,0.5,0.5,0.5,0.5,0
"41076662",0,0.75,0,0.666666666666667,0,0.333333333333333,0.25,0,0
"41076903",0.5,0.25,0,1,0,0,0,0,0
"41076966",0.5,0,0,0,0,0,0,0,0
"41076967",0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.5,0.5,0
"41076969",0.5,0,0.25,1,0,0,0,1,0
"41076970",0.75,0,0,0,0,0,0,0,0
"41077301",0.5,0.166666666666667,0,1,0,0,0,0,0
"41077320",0.6,0,0.2,0,0,0,1,0,0
"41077433",0.5,0.5,0,0.333333333333333,0.333333333333333,0,1,0,0
"41077507",0.6,0.2,0.2,0.333333333333333,0.5,0,0,1,0
"41077525",0.166666666666667,0.5,0.166666666666667,0.8,0.2,0,1,0,0
"41077631",0,0.666666666666667,0,0.333333333333333,0,0.333333333333333,1,0,0
"41077708",0.428571428571429,0.142857142857143,0.285714285714286,1,0,0,0.666666666666667,0.333333333333333,0
"41077791",0.75,0,0,0,0,0,0,0,0
"41077927",0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0
"41078097",0.5,0,0,0,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.5
"41078099",0.166666666666667,0.333333333333333,0.333333333333333,0.75,0.25,0,1,0,0
"41078147",0.5,0.166666666666667,0,1,0,0,0,0,0
"41078191",0.6,0.2,0,1,0,0,0,0,0
"41078266",0.6,0,0,0.5,0.5,0,1,0,0
"41078334",0.333333333333333,0.166666666666667,0.166666666666667,0.5,0.25,0.25,0.333333333333333,0.666666666666667,0
"41078357",0,0.666666666666667,0.333333333333333,0.4,0.2,0,1,0,0
"41078736",0.6,0.2,0,0.666666666666667,0.333333333333333,0,0,0,0
"41078771",0.75,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0
"41078800",0.5,0.25,0,1,0,0,0,0,0
"41078826",0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.75,0.25,0
"41079027",0,0.5,0.25,0.4,0.2,0.4,0.666666666666667,0.333333333333333,0
"41079206",0.777777777777778,0.111111111111111,0,1,0,0,1,0,0
"41079283",0,0.4,0.4,0.75,0,0,0.5,0.5,0
"41079392",0.5,0.333333333333333,0,0.75,0.25,0,0,0,0
"41079393",0.5,0.25,0,1,0,0,0,0,0
"41079477",0.333333333333333,0.5,0,1,0,0,0,0,0
"41079528",0.5,0.25,0.25,0,0.5,0.333333333333333,0.5,0.25,0.25
"41079532",0.4,0,0.4,1,0,0,0.666666666666667,0,0.333333333333333
"41079705",0.666666666666667,0,0,0,0,0,0,0,0
"41079847",0,0.5,0.333333333333333,0.6,0.2,0,0.666666666666667,0.333333333333333,0
"41080032",0.666666666666667,0,0,1,0,0,0,1,0
"41080084",0.25,0.25,0,1,0,0,0,0,0
"41080095",0.666666666666667,0,0,0,0,0,0,0,0
"41080133",0,0.666666666666667,0,0.5,0.5,0,0,0,0
"41080138",0.75,0,0,0,0,0,0,0,0
"41080215",0.333333333333333,0.5,0.166666666666667,0.666666666666667,0,0,1,0,0
"41080282",0.4,0,0,1,0,0,0,0,0
"41080363",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41080427",0.5,0.333333333333333,0,1,0,0,0,0,0
"41080544",0.4,0.4,0,1,0,0,0,0,0
"41080655",0.625,0.125,0,1,0,0,1,0,0
"41080675",0.857142857142857,0,0,0,0,0,1,0,0
"41080745",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"41080814",0.5,0,0.5,0.2,0.4,0.4,0,0.6,0.2
"41081103",0,0.571428571428571,0.285714285714286,1,0,0,1,0,0
"41081510",0.5,0.5,0,0.666666666666667,0,0,0,0,0
"41081535",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0
"41081566",0.5,0.375,0,1,0,0,0,0,0
"41081705",0.2,0.6,0,0.666666666666667,0.333333333333333,0,0,0,0
"41081933",0.4,0.2,0,1,0,0,0,0,0
"41081943",0.666666666666667,0,0,0,0,0,0,0,0
"41082137",0.333333333333333,0.5,0,1,0,0,0,0,0
"41082249",0,0.666666666666667,0,0.5,0.25,0.25,0.5,0,0.5
"41082395",0.2,0.4,0.2,1,0,0,1,0,0
"41082707",0.2,0.4,0,0.25,0.25,0.25,1,0,0
"41083081",0.25,0.125,0.5,1,0,0,1,0,0
"41083266",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"41083343",0,0,0,0,0,0.666666666666667,0.333333333333333,0.166666666666667,0.5
"41083366",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"41083380",0.6,0,0.2,0.666666666666667,0,0.333333333333333,0,1,0
"41083469",0,0,0,0,0.5,0.375,0,0.6,0.2
"41083514",0.625,0.25,0.125,0.333333333333333,0.333333333333333,0,1,0,0
"41083574",0,0.2,0.6,1,0,0,1,0,0
"41083625",0.333333333333333,0.333333333333333,0.333333333333333,0.6,0.2,0,0,1,0
"41083637",0.625,0.125,0.125,1,0,0,1,0,0
"41083735",0.666666666666667,0,0,0.25,0.75,0,0,1,0
"41083785",0,0.75,0,0.6,0,0.4,0.333333333333333,0.666666666666667,0
"41083839",0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"41083896",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"41083927",0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0
"41083970",0.5,0,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0
"41084026",0.666666666666667,0,0,0.5,0.5,0,0,0,0
"41084029",0.5,0.25,0.25,0.25,0.5,0,1,0,0
"41084188",0,0.8,0,1,0,0,0,0,0
"41084277",0.666666666666667,0,0,0,0,0,0,0,0
"41084481",0,0.5,0,0.125,0.75,0.125,0.5,0.5,0
"41084540",0,0.6,0.2,1,0,0,0.666666666666667,0,0.333333333333333
"41084753",0.571428571428571,0.285714285714286,0,1,0,0,0,0,0
"41084772",0.8,0,0,0,0,0,0,0,0
"41084776",0.25,0.25,0,1,0,0,0,0,0
"41084833",0.75,0,0,0,0,0,1,0,0
"41085065",0.5,0,0,0.2,0.4,0.4,0,0.666666666666667,0
"41085105",0.75,0,0,0,0,0,0,0,0
"41085149",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41085165",0.75,0,0,0,0,0,0,0,0
"41085232",0.5,0.333333333333333,0,0.5,0,0.5,1,0,0
"41085412",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"41085439",0,0,1,0.5,0.25,0,0.25,0.75,0
"41085466",0,0,0.666666666666667,0.5,0.5,0,0.25,0.5,0.25
"41085501",0.166666666666667,0.666666666666667,0,1,0,0,0,0,0
"41085883",0.25,0.5,0,0.5,0.5,0,0,0,0
"41086054",0.25,0.5,0,0.75,0,0.25,0,1,0
"41086102",0.428571428571429,0.285714285714286,0.142857142857143,1,0,0,0,1,0
"41086188",0.4,0.2,0.2,1,0,0,0.333333333333333,0,0.333333333333333
"41086204",0,0.333333333333333,0.333333333333333,1,0,0,0,1,0
"41086217",0.333333333333333,0,0.333333333333333,0.4,0.6,0,0,1,0
"41086368",0.428571428571429,0.285714285714286,0,1,0,0,0,0,0
"41086539",0.571428571428571,0.142857142857143,0,1,0,0,0,0,0
"41086575",0.444444444444444,0.444444444444444,0,1,0,0,0,0,0
"41086655",0.6,0.2,0,1,0,0,1,0,0
"41086673",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,0,1,0
"41086770",0,0.25,0.5,0.5,0.5,0,1,0,0
"41086843",0.2,0.4,0.2,0.75,0.25,0,0,1,0
"41086895",0.2,0.6,0.2,0.75,0,0,0,1,0
"41086915",0.25,0.5,0,0.5,0.5,0,0,0,0
"41086965",0,0.25,0.75,0.4,0,0.4,0.4,0.6,0
"41086967",0.25,0.5,0,0.333333333333333,0,0,0.5,0.5,0
"41087075",0,0.6,0.2,0.8,0.2,0,0.5,0.5,0
"41087130",0.5,0,0.25,0,0,0,1,0,0
"41087273",0.25,0.5,0,0.666666666666667,0.333333333333333,0,0,0,0
"41087421",0.5,0.25,0,0.5,0.5,0,0,0,0
"41087509",0.2,0.2,0.6,0.5,0,0,0.666666666666667,0.333333333333333,0
"41087519",0.5,0,0.25,1,0,0,0.75,0,0.25
"41087782",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41087789",0.428571428571429,0.285714285714286,0.142857142857143,0.5,0,0.5,1,0,0
"41087809",0.25,0.25,0.25,0.666666666666667,0.333333333333333,0,1,0,0
"41087832",0.8,0,0,1,0,0,0,0,0
"41087943",0.5,0.25,0,0.666666666666667,0.333333333333333,0,0,1,0
"41088067",0.5,0.25,0,1,0,0,0,0,0
"41088125",0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0
"41088268",0.6,0.2,0,1,0,0,0,0,0
"41088367",0.666666666666667,0,0.333333333333333,0,0,0,0.5,0.5,0
"41088457",0.6,0.2,0,1,0,0,0,0,0
"41088463",0.25,0.75,0,0.75,0,0,0,0,0
"41088630",0.5,0.333333333333333,0,1,0,0,0.333333333333333,0,0.333333333333333
"41088636",0.4,0.2,0,1,0,0,0.5,0.5,0
"41088798",0.6,0.2,0,1,0,0,0,0,0
"41088824",0,0.666666666666667,0,0.25,0.375,0.25,0.333333333333333,0.333333333333333,0
"41088825",0.25,0.5,0,0.666666666666667,0.333333333333333,0,0,0,0
"41088829",0.5,0,0,0,0,0,0,0,0
"41088838",0.5,0.25,0,1,0,0,0,0,0
"41089169",0.5,0.25,0.25,0.5,0,0,1,0,0
"41089302",0.5,0.25,0,1,0,0,0,0,0
"41089484",0.6,0.2,0,1,0,0,0,0,0
"41089522",0.4,0.2,0,1,0,0,1,0,0
"41089604",0.666666666666667,0,0.333333333333333,0,0,0.5,0.5,0.5,0
"41089703",0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,1,0,0
"41089754",0.666666666666667,0,0.166666666666667,0.5,0.5,0,0.5,0.5,0
"41089762",0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,1,0
"41089821",0,0.25,0.25,1,0,0,1,0,0
"41089834",0.6,0,0.2,0,0,1,1,0,0
"41089835",0,0.5,0.25,0.5,0.5,0,1,0,0
"41089838",0.25,0.75,0,0.428571428571429,0.428571428571429,0,0,0,0
"41089876",0.666666666666667,0,0,0,0,0,0,0,0
"41090020",0.5,0.25,0,1,0,0,0,0,0
"41090082",0.25,0,0.5,0,0,0,1,0,0
"41090127",0.2,0.2,0.2,0.666666666666667,0,0,0.5,0.5,0
"41090212",0,0.5,0.25,0.6,0.4,0,1,0,0
"41090234",0,0.333333333333333,0,0.666666666666667,0,0,0,0,0
"41090277",0.333333333333333,0,0.333333333333333,1,0,0,0.5,0.5,0
"41090495",0,0,0,0.2,0.2,0.6,0,0.6,0
"41090838",0.6,0,0.2,1,0,0,1,0,0
"41090957",0.8,0,0,0,0,0,0,0,0
"41091113",0,0.8,0,1,0,0,0.5,0,0.5
"41091215",0.5,0.25,0,1,0,0,0,0,0
"41091216",0.75,0,0,1,0,0,0,0,0
"41091396",0.333333333333333,0.333333333333333,0,0.285714285714286,0.571428571428571,0,0,1,0
"41091410",0.4,0,0,1,0,0,0,0,0
"41091555",0.5,0.25,0,1,0,0,0,0,0
"41091568",0.75,0.25,0,0,0.5,0,0,0,0
"41091599",0.428571428571429,0.142857142857143,0.285714285714286,1,0,0,1,0,0
"41091640",0.666666666666667,0,0,0.5,0.5,0,0,0,0
"41091864",0.666666666666667,0,0,0,0,0,0,0,0
"41091944",0.666666666666667,0,0.166666666666667,0.666666666666667,0,0.333333333333333,0,1,0
"41091949",0.25,0,0.75,0.5,0.5,0,0.5,0.25,0
"41091988",0.833333333333333,0,0,1,0,0,0,0,0
"41092078",0.333333333333333,0.166666666666667,0.5,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0
"41092180",0.333333333333333,0,0.333333333333333,0,0,0,0.5,0,0.5
"41092223",0.75,0,0,1,0,0,0,0,0
"41092334",0.75,0,0,0,0,1,1,0,0
"41092403",0.666666666666667,0,0,0.5,0.5,0,0,0.5,0.5
"41092609",0.25,0.75,0,0.5,0.25,0.25,0,0,0
"41092640",0,0.75,0,0.6,0.4,0,0,0,0
"41092705",0.166666666666667,0.666666666666667,0,1,0,0,0,0,0
"41092840",0.6,0.2,0,1,0,0,0,0,0
"41092947",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"41093239",0,1,0,0.142857142857143,0.428571428571429,0.285714285714286,0.333333333333333,0.333333333333333,0.333333333333333
"41093742",0.666666666666667,0.166666666666667,0,0,0,1,1,0,0
"41093788",0.5,0.25,0,1,0,0,0,0,0
"41094023",0.5,0,0,0,0,0,1,0,0
"41094080",0.6,0,0.2,1,0,0,0,1,0
"41094277",0.5,0.25,0,0.333333333333333,0.666666666666667,0,1,0,0
"41094419",0,0,0.666666666666667,0.166666666666667,0.333333333333333,0.5,0.4,0.6,0
"41094459",0.25,0.5,0,1,0,0,0,0,0
"41094529",0.2,0.4,0.2,0.75,0,0.25,0.333333333333333,0.333333333333333,0.333333333333333
"41094546",0,0.666666666666667,0,0.2,0.4,0.2,0.5,0.5,0
"41094647",0.25,0.5,0,1,0,0,0,0,0
"41094661",0.666666666666667,0,0,0,0,0,0,0,0
"41094751",0,0.5,0,0.25,0.25,0.5,0.5,0.5,0
"41095221",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"41095247",0.25,0.75,0,0.5,0.333333333333333,0,0,0,0
"41095392",0.2,0.4,0,1,0,0,1,0,0
"41095403",0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.75,0.25,0
"41095477",0.2,0.4,0.2,1,0,0,0.5,0,0.5
"41095546",0,1,0,0.375,0.375,0.125,0,1,0
"41095854",0.75,0,0,1,0,0,0,0,0
"41096100",0,0.75,0,1,0,0,0,0,0
"41096112",0.4,0.4,0,1,0,0,0,0,0
"41096117",0,0,0.75,1,0,0,0.75,0.25,0
"41096132",0.6,0.2,0,0.5,0.5,0,0,0,0
"41096207",0.666666666666667,0,0,0,0.5,0,0,0,0
"41096340",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41096346",0.333333333333333,0.5,0,0.666666666666667,0.333333333333333,0,0,0,0
"41096461",0.666666666666667,0,0,0,0,0,0,0,0
"41096516",0.2,0.2,0,1,0,0,0,0,0
"41096631",0.666666666666667,0,0,0,0,0,0,0,0
"41096634",0.4,0.2,0.2,1,0,0,1,0,0
"41096822",0.4,0.4,0,1,0,0,0,0,0
"41096895",0.2,0.4,0,1,0,0,1,0,0
"41097180",0,0.5,0.25,0.4,0.4,0.2,0.5,0.5,0
"41097273",0,0,0.5,0.333333333333333,0,0.666666666666667,0.142857142857143,0.428571428571429,0.428571428571429
"41097283",0,0.8,0,0.833333333333333,0.166666666666667,0,0,1,0
"41097286",0,0.333333333333333,0.666666666666667,0.428571428571429,0.285714285714286,0.285714285714286,0,0.75,0
"41097310",0.5,0.25,0,1,0,0,0,0,0
"41097313",0,1,0,0,0.714285714285714,0.142857142857143,0.5,0.5,0
"41097443",0.428571428571429,0.428571428571429,0,1,0,0,0,0,0
"41097853",0.5,0.25,0,0.666666666666667,0,0,0,0,0
"41097884",0,0.25,0.5,0.4,0.4,0.2,0.5,0.25,0
"41097895",0.666666666666667,0,0,0,0.5,0.5,0.2,0.6,0.2
"41097973",0,0.5,0.25,0.428571428571429,0.285714285714286,0.142857142857143,0,1,0
"41098050",0.75,0,0,0,0,0,0,0,0
"41098073",0.833333333333333,0,0,0,0,0,0,0,0
"41098120",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,1,0
"41098122",0.5,0.5,0,0.666666666666667,0,0,1,0,0
"41098126",0.285714285714286,0.571428571428571,0,0.8,0,0.2,0,0,0
"41098178",0.25,0.5,0,1,0,0,0,0,0
"41098211",0.4,0,0.4,0.166666666666667,0.666666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0
"41098217",0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0
"41098346",0.4,0,0.2,1,0,0,1,0,0
"41098607",0,0.833333333333333,0,0.857142857142857,0,0.142857142857143,0,1,0
"41098650",0.666666666666667,0.166666666666667,0,0,0,0.5,0.666666666666667,0.333333333333333,0
"41098752",0.333333333333333,0,0.333333333333333,0.5,0.25,0,0,1,0
"41098952",0.25,0.5,0,1,0,0,0,0,0
"41098956",0.625,0.25,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0
"41098989",0.5,0.5,0,0.333333333333333,0.333333333333333,0,0,0,0
"41098999",0.6,0,0,1,0,0,1,0,0
"41099225",0.333333333333333,0.5,0,1,0,0,0,0,0
"41099360",0.6,0.2,0,1,0,0,0.5,0,0.5
"41099430",0.6,0,0.2,0,0,0,0.5,0,0
"41099497",0.333333333333333,0.666666666666667,0,0.4,0.4,0.2,0,0,0
"41099712",0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0
"41099763",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"41099797",0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0
"41099862",0.6,0.2,0,0.666666666666667,0.333333333333333,0,0,0,0
"41100003",0.75,0,0,0,0,0,0,0,0
"41100006",0.4,0.4,0,0.6,0.2,0.2,0,1,0
"41100265",0.25,0.375,0.125,1,0,0,1,0,0
"41100350",0.5,0,0,1,0,0,0,0,0
"41100403",0.333333333333333,0.333333333333333,0.333333333333333,1,0,0,0.5,0,0
"41100434",0.25,0.5,0,0.5,0,0.5,1,0,0
"41100452",0.4,0.2,0.4,0,0.2,0.4,0.6,0.4,0
"41100502",0.75,0,0,1,0,0,0,0,0
"41100544",0.75,0,0,0,0,0,0,0,0
"41100558",0.625,0,0.25,1,0,0,0.5,0.25,0.25
"41100597",0.375,0.5,0,0.833333333333333,0.166666666666667,0,0,0,0
"41100740",0.5,0,0,0.2,0.6,0.2,0,1,0
"41100858",0.6,0,0,0,0,0,1,0,0
"41100958",0.75,0,0,0,0,0,0,0,0
"41100993",0.5,0.5,0,0.666666666666667,0,0,0,0,0
"41101050",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41101595",0.333333333333333,0.333333333333333,0.166666666666667,0.4,0.4,0.2,0.5,0.5,0
"41101600",0,0.5,0.25,0.75,0,0,0,1,0
"41101663",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"41101845",0,0.75,0,0.5,0.333333333333333,0.166666666666667,0.5,0.5,0
"41101851",0.6,0.4,0,0.333333333333333,0.333333333333333,0,1,0,0
"41101900",0.6,0.2,0,1,0,0,0,0,0
"41101925",0.25,0.5,0,1,0,0,0,0,0
"41102001",0,0.8,0,0.8,0,0.2,0.333333333333333,0.333333333333333,0.333333333333333
"41102075",0.25,0.25,0.25,0.666666666666667,0,0,1,0,0
"41102187",0.8,0,0,0,0,0,0,0,0
"41102190",0.25,0.5,0,0.5,0.5,0,0,0,0
"41102723",0.5,0,0.25,0.666666666666667,0.333333333333333,0,0,1,0
"41102912",0,0,1,0.5,0,0,0.5,0.5,0
"41102997",0.5,0.5,0,0,0.75,0,0,0,0
"41103052",0.5,0.25,0,0.666666666666667,0.333333333333333,0,0,1,0
"41103064",0.571428571428571,0,0.142857142857143,1,0,0,0.333333333333333,0,0.666666666666667
"41103169",0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0,0.5,0.5,0
"41103208",0.333333333333333,0.166666666666667,0.333333333333333,1,0,0,1,0,0
"41103363",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41103419",0.333333333333333,0.333333333333333,0,0.285714285714286,0.285714285714286,0.142857142857143,0,0,0
"41103795",0.75,0,0,0,0,0,0,0,0
"41103814",0.5,0.25,0,1,0,0,0,0,0
"41103981",0,0.75,0,0.75,0.25,0,0,0,0
"41104041",0.428571428571429,0.285714285714286,0.142857142857143,1,0,0,1,0,0
"41104062",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41104212",0.666666666666667,0,0,0,0,0,0,0,0
"41104223",0.25,0.25,0,1,0,0,0,0,0
"41104230",0.5,0.125,0.25,1,0,0,0.666666666666667,0,0.333333333333333
"41104417",0.75,0,0,0,0,0,0,0,0
"41104489",0,0.75,0,0.333333333333333,0.5,0,0,0,0
"41104491",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"41104517",0.75,0,0,0,0,0,0,0,0
"41104530",0.333333333333333,0.333333333333333,0,0.4,0.6,0,0,0,0
"41104540",0.333333333333333,0,0,0,0,0,0,0,0
"41104568",0.333333333333333,0.166666666666667,0.333333333333333,1,0,0,1,0,0
"41104587",0.571428571428571,0.285714285714286,0,1,0,0,0,0,0
"41104596",0.25,0.5,0.25,0.666666666666667,0,0,1,0,0
"41104783",0.5,0.166666666666667,0.166666666666667,1,0,0,1,0,0
"41104863",0,0.666666666666667,0,0.75,0,0.25,0,0.666666666666667,0.333333333333333
"41104875",0.5,0.25,0,0.2,0.6,0.2,0.5,0.5,0
"41105041",0,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0,0.5,0.5,0
"41105157",0.666666666666667,0.333333333333333,0,0.25,0.5,0,0,0,0
"41105180",0.75,0,0,0,0,1,1,0,0
"41105271",0.75,0,0,0,0,0,0,0,0
"41105288",0.666666666666667,0,0,0,0,0,0,0,0
"41105300",0.833333333333333,0,0,0,0,0,0,0,0
"41105399",0,0.5,0.25,0.8,0,0.2,0,0.5,0
"41105415",0.5,0.25,0,1,0,0,0,0,0
"41105497",0.25,0.5,0,1,0,0,0,0,0
"41105572",0.5,0.166666666666667,0,1,0,0,0,0,0
"41105644",0.333333333333333,0.5,0,1,0,0,0,0,0
"41105739",0.2,0.2,0.2,1,0,0,0.5,0,0.5
"41105757",0.166666666666667,0.666666666666667,0,1,0,0,0,0,0
"41105879",0.25,0.25,0.25,1,0,0,1,0,0
"41105947",0.666666666666667,0,0,0,0,1,1,0,0
"41106233",0.25,0.25,0,1,0,0,1,0,0
"41106252",0.5,0.25,0,1,0,0,0,0,0
"41106262",0.6,0.2,0,1,0,0,0,0,0
"41106321",0.2,0.2,0.4,1,0,0,0.333333333333333,0.333333333333333,0
"41106445",0.25,0.5,0,0.666666666666667,0.333333333333333,0,1,0,0
"41106459",0.75,0,0,1,0,0,0,0,0
"41106644",0.4,0.4,0,1,0,0,0,0,0
"41106653",0.75,0,0,0,0,0,0,0,0
"41106672",0.4,0.4,0,1,0,0,1,0,0
"41106681",0.75,0,0,1,0,0,0,0,0
"41106975",0.25,0.25,0,1,0,0,0,0,0
"41107259",0.25,0.25,0,1,0,0,0,0.5,0.5
