"AA","AB","AC","BA","BB","BC","CA","CB","CC"
"41438017",0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,1,0
"41438039",0.2,0.6,0,0.25,0.25,0.25,0.5,0,0.25
"41438097",0.2,0.6,0.2,0.5,0,0.25,0.5,0.5,0
"41438242",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,0.5,0.5,0
"41438319",0.6,0.2,0,1,0,0,0,0,0
"41438373",0.5,0.333333333333333,0,0.666666666666667,0,0,0,1,0
"41438394",0,0,1,0.5,0,0,0,1,0
"41438435",0.5,0.25,0,0.5,0,0.5,0.5,0.5,0
"41438494",0.5,0.25,0,0.5,0.5,0,0,0,0
"41438509",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0,0,1,0
"41438516",0.142857142857143,0.714285714285714,0,1,0,0,0,0,0
"41438759",0.25,0.75,0,0.75,0,0,0,0,0
"41438854",0.666666666666667,0,0,0,0,0,0,0,0
"41439278",0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"41439298",0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0,1,0
"41439313",0.166666666666667,0.5,0.166666666666667,0.75,0,0.25,0.666666666666667,0.333333333333333,0
"41439339",0.2,0.4,0.2,0.4,0.4,0.2,0.666666666666667,0.333333333333333,0
"41439359",0.2,0.6,0,1,0,0,0,0,0
"41439550",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41439621",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"41439729",0,0.333333333333333,0.666666666666667,0.2,0.6,0,0.666666666666667,0.333333333333333,0
"41439739",0,1,0,0.333333333333333,0.333333333333333,0.166666666666667,0,1,0
"41439796",0.333333333333333,0.333333333333333,0,0.5,0.5,0,1,0,0
"41439805",0.25,0.5,0,0.25,0.25,0,0,1,0
"41439806",0,0.75,0,0.666666666666667,0.333333333333333,0,0,0,0
"41439863",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41439905",0.5,0.25,0,1,0,0,0,0,0
"41440130",0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0
"41440143",0,0,0,0.4,0.2,0.2,0,1,0
"41440204",0.666666666666667,0,0.333333333333333,0,0,0,0,0,0
"41440261",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41440434",0.75,0,0,1,0,0,0,1,0
"41440450",0.6,0.2,0,1,0,0,0,0,0
"41440468",0,0.666666666666667,0,0.333333333333333,0.5,0.166666666666667,0.5,0.5,0
"41440505",0.5,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0
"41440569",0.25,0.5,0.25,0.5,0,0,1,0,0
"41440843",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"41440845",0.333333333333333,0.5,0,0.8,0.2,0,0,0,0
"41440886",0.666666666666667,0,0,0,0,0,0,0,0
"41440921",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41441126",0.4,0.2,0.2,1,0,0,1,0,0
"41441196",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41441238",0.8,0,0,1,0,0,0,0,0
"41441326",0.4,0.2,0.2,0.333333333333333,0.333333333333333,0,1,0,0
"41441357",0.5,0.5,0,0.142857142857143,0.571428571428571,0,0,0,0
"41441378",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"41441462",0.857142857142857,0,0,0,0,0,0,0,0
"41441562",0.25,0.5,0,1,0,0,0,0,0
"41441571",0.2,0.6,0,1,0,0,0,0,0
"41441583",0,0.5,0.25,0.5,0.333333333333333,0.166666666666667,0.25,0.5,0.25
"41441594",0.666666666666667,0,0,0,0,0,0,0,0
"41441705",0.375,0.375,0.125,1,0,0,1,0,0
"41441928",0.2,0.4,0,0.666666666666667,0,0.333333333333333,1,0,0
"41441935",0.25,0.25,0.25,0,0,0,1,0,0
"41441945",0.75,0,0,1,0,0,0,0,0
"41442055",0.5,0.25,0,0.666666666666667,0.333333333333333,0,0,1,0
"41442062",0.75,0.25,0,0.333333333333333,0.333333333333333,0,0,0,0
"41442084",0.4,0.4,0,0.666666666666667,0,0,0,0,0
"41442164",0.5,0,0,1,0,0,0,0,0
"41442317",0.25,0.25,0,1,0,0,0,1,0
"41442378",0,1,0,0.166666666666667,0.666666666666667,0,0,0,0
"41442391",0.666666666666667,0,0,0,0.75,0.25,1,0,0
"41442412",0.5,0.25,0,0.666666666666667,0,0,0,1,0
"41442546",0.5,0.25,0,0.5,0,0,0,0,0
"41442614",0,0.666666666666667,0,0.5,0,0,0,0,0
"41442734",0.25,0.5,0,1,0,0,0,0,0
"41442898",0.4,0.4,0,1,0,0,0,0,0
"41442937",0.333333333333333,0.5,0,1,0,0,0,0,0
"41442954",0.571428571428571,0.285714285714286,0,1,0,0,0,0,0
"41443011",0.333333333333333,0.5,0.166666666666667,0.6,0.2,0,1,0,0
"41443048",0.6,0,0,0,0,0,1,0,0
"41443107",0.25,0.25,0,0,0.5,0,1,0,0
"41443150",0,0.8,0,1,0,0,1,0,0
"41443240",0.75,0,0,0,0,0,0,0,0
"41443344",0.666666666666667,0,0,0,0,0,0,0,0
"41443457",0.75,0,0.125,0,0,1,1,0,0
"41443460",0,0.75,0,0.8,0.2,0,0,0.333333333333333,0.666666666666667
"41443519",0.666666666666667,0,0,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333
"41443528",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"41443537",0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,1,0,0
"41443574",0.25,0.5,0.25,0.6,0.2,0,0,1,0
"41443598",0.4,0.4,0,1,0,0,0,0,0
"41443631",0.666666666666667,0.333333333333333,0,0.142857142857143,0.571428571428571,0.142857142857143,1,0,0
"41443633",0,0.571428571428571,0.142857142857143,1,0,0,1,0,0
"41443646",0.8,0,0,0,0,0,0,0,0
"41443706",0.571428571428571,0.285714285714286,0,1,0,0,0,0,0
"41443726",0,1,0,0.285714285714286,0.428571428571429,0.142857142857143,1,0,0
"41443815",0.4,0.4,0.2,1,0,0,0.5,0,0
"41443837",0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0,0,0,0
"41444075",0.833333333333333,0,0,0,0,0,0,0,0
"41444147",0.6,0,0.2,0,0,0,1,0,0
"41444157",0.2,0.6,0,1,0,0,0,0,0
"41444184",0.25,0.5,0,0.75,0.25,0,0,1,0
"41444224",0.5,0.25,0,1,0,0,0,0,0
"41444287",0.5,0.5,0,0.25,0.5,0,0,0,0
"41444291",0.6,0,0.2,1,0,0,1,0,0
"41444302",0.75,0,0,0,0,0,0,0,0
"41444322",0.333333333333333,0.5,0,1,0,0,0,0,0
"41444418",0.5,0,0.25,0,0.25,0.75,0.2,0.4,0.2
"41444462",0,0.5,0,1,0,0,0,0,0
"41444651",0.25,0.5,0,1,0,0,0,0,0
"41444679",0.833333333333333,0,0,0,0,1,0.5,0.5,0
"41444683",0.5,0.5,0,0.25,0.5,0,0,0,0
"41444720",0.666666666666667,0,0,0,0,0,0,0,0
"41444789",0,0.666666666666667,0,0.6,0.4,0,0,0,0
"41444809",0.25,0.25,0,1,0,0,0,0,0
"41444866",0.25,0.75,0,0.6,0.2,0,0,0,0
"41444875",0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.5,0,1,0,0
"41444879",0.5,0.333333333333333,0,0.5,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333
"41444899",0.2,0.6,0.2,0.5,0.25,0,1,0,0
"41445022",0.5,0.25,0,1,0,0,0,0,0
"41445105",0.625,0.375,0,0.666666666666667,0,0,1,0,0
"41445110",0.75,0,0,1,0,0,0,0,0
"41445222",0.5,0.25,0,1,0,0,0,0,0
"41445272",0.666666666666667,0,0,0,0,0,0,0,0
"41445357",0.25,0.5,0.25,0.5,0.25,0,0,1,0
"41445381",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0,0,1,0
"41445430",0.428571428571429,0.142857142857143,0.428571428571429,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0
"41445447",0.5,0.25,0.25,0.5,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"41445485",0.666666666666667,0,0,0,0,0,0,0,0
"41445493",0,0.333333333333333,0.333333333333333,0.5,0.25,0.25,0.5,0.5,0
"41445505",0.4,0.2,0.2,0.333333333333333,0.666666666666667,0,1,0,0
"41445591",0.333333333333333,0.333333333333333,0,0.6,0.4,0,0,0,0
"41445602",0,0,1,0,0.2,0.4,0.4,0.6,0
"41445620",0.8,0,0,1,0,0,0,0,0
"41445625",0.25,0.5,0,1,0,0,0,0,0
"41445662",0.666666666666667,0.333333333333333,0,0.666666666666667,0,0,0,0,0
"41445689",0.6,0.2,0,1,0,0,0,0,0
"41445734",0.75,0.25,0,0.25,0.25,0,0,1,0
"41445737",0.2,0.2,0.4,0.4,0.6,0,1,0,0
"41445748",0.25,0.5,0,0.6,0.4,0,0,0,0
"41445769",0.166666666666667,0.333333333333333,0,1,0,0,1,0,0
"41445823",0.5,0.5,0,0.4,0.2,0.2,1,0,0
"41445835",0.6,0.2,0,1,0,0,0,0,0
"41445856",0.5,0,0.25,0,0,0,1,0,0
"41445878",0.333333333333333,0,0.333333333333333,1,0,0,0,1,0
"41446051",0.6,0.2,0,1,0,0,0,0,0
"41446057",0.25,0.5,0,1,0,0,0,0,0
"41446106",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41446174",0.25,0.25,0.5,0.4,0.4,0,0.5,0.5,0
"41446201",0.25,0.5,0.25,0.5,0,0.5,0.2,0.4,0
"41446312",0,1,0,0.333333333333333,0,0.666666666666667,0,0.5,0
"41446358",0.5,0.5,0,0.5,0,0.5,0,0,0
"41446586",0.5,0,0,0,0,0,0,0,0
"41446620",0.666666666666667,0.166666666666667,0.166666666666667,0,0.5,0,1,0,0
"41446673",0.666666666666667,0.111111111111111,0.111111111111111,1,0,0,1,0,0
"41446687",0.2,0.2,0.4,1,0,0,1,0,0
"41446690",0,0,0,0,0.25,0.75,0.25,0.75,0
"41446705",0.25,0.5,0,0.75,0.25,0,0,0,0
"41446707",0.5,0,0.25,0.5,0.5,0,0,1,0
"41446753",0.4,0.4,0,1,0,0,0,0,0
"41446761",0.25,0.5,0.25,0.285714285714286,0.142857142857143,0.285714285714286,0.333333333333333,0.666666666666667,0
"41446900",0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0
"41446990",0.4,0.2,0,1,0,0,0,0,0
"41447273",0.75,0,0,1,0,0,0,0,0
"41447329",0.375,0.375,0.125,1,0,0,1,0,0
"41447357",0.5,0.166666666666667,0.166666666666667,1,0,0,0.666666666666667,0,0.333333333333333
"41447431",0.666666666666667,0,0,0,0,0,0,0,0
"41447492",0.571428571428571,0.428571428571429,0,0.666666666666667,0,0,0,0,0
"41447497",0.333333333333333,0.5,0,1,0,0,0,0,0
"41447522",0.571428571428571,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"41447596",0.5,0,0,0.5,0,0,0,1,0
"41447621",0,0.5,0,0.333333333333333,0,0.666666666666667,0.2,0.4,0.4
"41447643",0.571428571428571,0.285714285714286,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0.5
"41447748",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41447792",0.666666666666667,0,0,0,0,0,0,0,0
"41447825",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41447856",0.333333333333333,0.5,0.166666666666667,0.2,0.2,0.2,0.6,0.2,0.2
"41447862",0,0.333333333333333,0.666666666666667,0.166666666666667,0.666666666666667,0,0.5,0.5,0
"41447864",0.2,0.6,0,1,0,0,1,0,0
"41447898",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"41447901",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"41447951",0.5,0.25,0,0.5,0,0.5,0,1,0
"41447979",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41448021",0.4,0.2,0.2,1,0,0,1,0,0
"41448070",0.75,0,0,0,0,0,0,0,0
"41448312",0.6,0.2,0,1,0,0,1,0,0
"41448316",0.4,0.2,0,1,0,0,0,0,0
"41448361",0.4,0.4,0,0.375,0.625,0,0,0,0
"41448381",0.2,0,0.6,1,0,0,0.5,0.5,0
"41448388",0.5,0,0,0.5,0.5,0,1,0,0
"41448559",0.25,0.25,0.25,1,0,0,1,0,0
"41448576",0.2,0.6,0,0.6,0.4,0,0,0,0
"41448603",0.5,0.25,0,0.666666666666667,0,0.333333333333333,0,1,0
"41448615",0,0.75,0,1,0,0,0,0,0
"41448651",0.4,0.2,0.2,1,0,0,1,0,0
"41448655",0.75,0,0,1,0,0,0,0,0
"41448719",0.666666666666667,0,0,0,0,0,0,0,0
"41448882",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41448909",0.2,0.6,0,1,0,0,0,0,0
"41448941",0.25,0.5,0,0.666666666666667,0.333333333333333,0,0,0,0
"41448965",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"41449053",0.8,0,0,1,0,0,0,0,0
"41449122",0.25,0.5,0.25,0.666666666666667,0,0,0.5,0.5,0
"41449137",0.4,0.4,0,1,0,0,1,0,0
"41449140",0,1,0,0.285714285714286,0.285714285714286,0.142857142857143,1,0,0
"41449143",0.5,0.25,0,0,0,1,1,0,0
"41449148",0.5,0,0.25,1,0,0,0.5,0.5,0
"41449167",0,0.833333333333333,0,1,0,0,1,0,0
"41449197",0.8,0,0,0,0,0,0,0,0
"41449294",0.25,0,0.5,0.142857142857143,0.571428571428571,0.142857142857143,0.25,0.75,0
"41449335",0.571428571428571,0.285714285714286,0,1,0,0,0,0,0
"41449367",0.666666666666667,0,0,0,0,0,0,0,0
"41449421",0.25,0,0.5,1,0,0,0.666666666666667,0.333333333333333,0
"41449503",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,0.5,0,0.5
"41449514",0.285714285714286,0.285714285714286,0.142857142857143,1,0,0,1,0,0
"41449583",0,0,0.166666666666667,0,0,0,0.5,0,0
"41449587",0.4,0.2,0.2,1,0,0,0.5,0,0
"41449654",0.666666666666667,0,0,0,0,0,0,0,0
"41449659",0.8,0,0,0,0,0,0,0,0
"41449780",0.5,0,0,0,0,0,0,0,0
"41449789",0.25,0.5,0,0.666666666666667,0.333333333333333,0,1,0,0
"41449858",0.375,0.25,0.25,1,0,0,1,0,0
"41449862",0.333333333333333,0.166666666666667,0.333333333333333,0.75,0.25,0,0.5,0.5,0
"41449878",0.6,0.2,0,0.5,0.5,0,1,0,0
"41449886",0.666666666666667,0,0,0,0,0,0,0,0
"41449940",0.75,0,0,0,0,0,0,0,0
"41449961",0.909090909090909,0,0,1,0,0,0,0,0
"41450073",0.5,0.25,0,1,0,0,0,0,0
"41450085",0.6,0.2,0.1,0.5,0,0.5,1,0,0
"41450097",0.2,0.4,0.2,1,0,0,0,0,0
"41450143",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"41450212",0,0.5,0,1,0,0,0,1,0
"41450360",0.4,0.4,0,0.6,0.4,0,0,0,0
"41450361",0.2,0.4,0.2,0.5,0.25,0.25,0.5,0.25,0.25
"41450380",0.2,0.6,0.2,0.6,0.2,0,1,0,0
"41450409",0,0.25,0.5,0.25,0,0.75,0.428571428571429,0.428571428571429,0.142857142857143
"41450417",0.75,0,0,1,0,0,0,0,0
"41450527",0.6,0.2,0.2,1,0,0,0,0,0.5
"41450555",0,0.5,0.25,1,0,0,0,1,0
"41450562",0.375,0.125,0.375,1,0,0,0.75,0.25,0
"41450589",0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0
"41450593",0.4,0.2,0,1,0,0,0,0,0
"41450604",0,0,0.6,1,0,0,1,0,0
"41450623",0.666666666666667,0,0,0,0,0,0,0,0
"41450629",0.5,0,0.25,0.333333333333333,0.666666666666667,0,0,0.5,0.5
"41450634",0.75,0,0,0,0,0,1,0,0
"41450639",0.857142857142857,0,0,0,0,0,0,0,0
"41450754",0.5,0,0,1,0,0,0,0,0
"41450777",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41450783",0.4,0.4,0,1,0,0,0,0,0
"41450854",0.4,0.2,0,1,0,0,0,0,0
"41450890",0.75,0,0,0,0,0,0,0,0
"41450903",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0,0,1,0
"41450909",0.2,0.2,0.2,1,0,0,1,0,0
"41450924",0.6,0.2,0,1,0,0,0,0,0
"41450971",0.4,0.4,0,0.5,0.25,0,0,0,0
"41451015",0.833333333333333,0,0,0,0,0,0,0,0
"41451133",0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"41451183",0.5,0.25,0,0.333333333333333,0.666666666666667,0,0,0,0
"41451196",0.5,0.5,0,0.333333333333333,0.333333333333333,0,0,0,0
"41451247",0.6,0,0.2,0,0,0,1,0,0
"41451258",0,0.5,0.333333333333333,1,0,0,1,0,0
"41451271",0.2,0.4,0.2,1,0,0,1,0,0
"41451410",0.75,0,0,1,0,0,0,0,0
"41451560",0,0.5,0,0,0.428571428571429,0.571428571428571,0.4,0.4,0.2
"41451597",0.5,0,0.25,1,0,0,0.5,0.5,0
"41451641",0.4,0.2,0.2,1,0,0,1,0,0
"41451670",0.6,0.2,0,1,0,0,0,0,0
"41451698",0.25,0.5,0,0.333333333333333,0.5,0.166666666666667,1,0,0
"41451780",0.4,0.4,0,1,0,0,0,0,0
"41451842",0.4,0.2,0.4,0,0.333333333333333,0.666666666666667,0.375,0.125,0.25
"41451863",0.6,0.2,0,1,0,0,1,0,0
"41451912",0.4,0.2,0,1,0,0,0,0,0
"41451984",0.2,0.4,0.2,1,0,0,1,0,0
"41451985",0.4,0.4,0,1,0,0,0,0,0
"41451991",0.25,0.25,0.25,0.666666666666667,0.333333333333333,0,1,0,0
"41452059",0.6,0,0.2,0.5,0.5,0,1,0,0
"41452090",0.25,0.25,0.25,0.75,0.25,0,0,1,0
"41452207",0.5,0,0.25,0,0,0,1,0,0
"41452265",0.75,0,0,0,0,1,0.5,0.5,0
"41452285",0.4,0.2,0.2,1,0,0,1,0,0
"41452373",0,1,0,0.333333333333333,0.5,0,0,0,0
"41452375",0.428571428571429,0.285714285714286,0.142857142857143,1,0,0,0,0,0
"41452462",0.75,0,0,1,0,0,0,0,0
"41452504",0,1,0,0.142857142857143,0.428571428571429,0,0,1,0
"41452652",0,0.2,0.4,0.75,0,0,0.666666666666667,0,0.333333333333333
"41452662",0.25,0.5,0.25,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"41452725",0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0
"41452752",0.5,0.25,0.125,1,0,0,1,0,0
"41452777",0.5,0,0,1,0,0,0,0,0
"41452786",0.5,0.25,0,1,0,0,0,0,0
"41452898",0.428571428571429,0.428571428571429,0,1,0,0,0,0,0
"41452905",0.75,0,0,0,0,0,0,0,0
"41452979",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"41453018",0,1,0,0.2,0.4,0.4,0,0.5,0
"41453045",0,0.333333333333333,0.333333333333333,0.375,0.375,0.25,0,1,0
"41453046",0.166666666666667,0.666666666666667,0,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0
"41453059",0,0.5,0.5,0.5,0,0,1,0,0
"41453151",0.5,0,0.25,0.5,0,0,0.5,0.5,0
"41453192",0,0.333333333333333,0.666666666666667,0.166666666666667,0.5,0.166666666666667,0.5,0.25,0.25
"41453205",0.2,0.2,0,1,0,0,0,0,0
"41453264",0.5,0,0.333333333333333,0,0,0,1,0,0
"41453281",0.4,0.4,0,1,0,0,0,0,0
"41453307",0.333333333333333,0,0.666666666666667,1,0,0,0.5,0,0
"41453310",0.666666666666667,0,0,0,0,0,0,0,0
"41453317",0.75,0,0,0,0,0,0,0,0
"41453320",0.666666666666667,0,0,0,0,0,0,0,0
"41453331",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41453335",0.6,0,0.2,1,0,0,1,0,0
"41453367",0.2,0.2,0.4,1,0,0,1,0,0
"41453377",0.75,0,0,0.333333333333333,0.666666666666667,0,0,1,0
"41453387",0,0.6,0.2,0.666666666666667,0,0,0.5,0,0.5
"41453390",0.25,0.5,0.25,0.5,0,0.25,0.5,0.5,0
"41453420",0.5,0.333333333333333,0,1,0,0,0,0,0
"41453428",0.25,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0
"41453516",0.5,0.333333333333333,0,0.2,0.4,0,1,0,0
"41453548",0.2,0.2,0.4,1,0,0,0.5,0,0.25
"41453613",0.75,0,0,0,0,0,0,0,0
"41453626",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"41453648",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"41453657",0.6,0.2,0,1,0,0,1,0,0
"41453658",0.2,0.2,0.4,0.166666666666667,0.333333333333333,0.166666666666667,0.666666666666667,0.333333333333333,0
"41453811",0.375,0.375,0.125,1,0,0,1,0,0
"41453821",0.5,0.25,0,1,0,0,0,0,0
"41453860",0,0.833333333333333,0,1,0,0,0,0,0
"41453878",0.8,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"41453900",0.666666666666667,0,0,0,0,0,0,0,0
"41453954",0.333333333333333,0.5,0,1,0,0,1,0,0
"41453957",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41453959",0.285714285714286,0.428571428571429,0.142857142857143,1,0,0,1,0,0
"41453983",0.75,0,0,0,0,0,0,0,0
"41454101",0.857142857142857,0,0,0,0,0,0,0,0
"41454213",0,0,0,0,0,0.833333333333333,0,1,0
"41454233",0.5,0,0.25,1,0,0,0,1,0
"41454244",0.4,0.2,0.2,0.6,0.4,0,0,1,0
"41454324",0,0.75,0,0.6,0.4,0,0,0,0
"41454331",0,0.666666666666667,0,0.6,0.4,0,0,1,0
"41454347",0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0
"41454350",0.4,0.6,0,0.5,0.333333333333333,0,0,0,0
"41454384",0.5,0,0.25,0.333333333333333,0.666666666666667,0,1,0,0
"41454419",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41454425",0.5,0.25,0,1,0,0,0,0,0
"41454445",0,0.75,0.25,0.8,0,0,0,1,0
"41454471",0,0,1,0.142857142857143,0.571428571428571,0.285714285714286,0,0.666666666666667,0
"41454545",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"41454575",0.2,0.6,0,0.666666666666667,0.166666666666667,0,0,0,0
"41454611",0.5,0,0.25,1,0,0,0,0,0.5
"41454625",0.5,0.333333333333333,0,1,0,0,0,0,0
"41454627",0.625,0.125,0.125,1,0,0,1,0,0
"41454667",0.8,0,0,0,0,0,0,0,0
"41454708",0.333333333333333,0,0.666666666666667,0,0.6,0,0.5,0.5,0
"41454767",0.2,0.4,0.2,0.75,0.25,0,1,0,0
"41454810",0.75,0,0,0,0,0,1,0,0
"41454874",0.714285714285714,0,0.142857142857143,0,0,0,1,0,0
"41454913",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"41454940",0,0.5,0.25,1,0,0,1,0,0
"41454948",0.25,0.25,0.25,1,0,0,1,0,0
"41454953",0.5,0,0,0.5,0,0,0,0,0
"41454995",0.5,0.25,0,1,0,0,1,0,0
"41455044",0.4,0.4,0,1,0,0,1,0,0
"41455068",0.4,0.4,0,0.5,0.5,0,1,0,0
"41455169",0.833333333333333,0,0,1,0,0,0,0.5,0.5
"41455194",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"41455211",0.75,0,0,0.25,0.75,0,0,0,0
"41455224",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0
"41455231",0.6,0.2,0,1,0,0,0,0,0
"41455359",0.5,0.25,0,1,0,0,0,0,0
"41455451",0.5,0,0.25,1,0,0,0,1,0
"41455497",0.4,0.4,0,1,0,0,0,0,0
"41455503",0.333333333333333,0.166666666666667,0.333333333333333,1,0,0,1,0,0
"41455585",0.166666666666667,0.166666666666667,0.166666666666667,0.75,0,0,1,0,0
"41455605",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41455608",0.166666666666667,0.666666666666667,0,1,0,0,0,0,0
"41455611",0.25,0.5,0,0.75,0.25,0,0,0,0
"41455803",0.75,0,0,1,0,0,0,0,0
"41455831",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"41455838",0.444444444444444,0.222222222222222,0.222222222222222,0.5,0,0.5,1,0,0
"41455844",0.6,0.2,0,1,0,0,0,0,0
"41455865",0,0,0,0,0.666666666666667,0.222222222222222,0,0.666666666666667,0
"41455877",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"41455936",0.5,0.333333333333333,0,0.5,0,0.5,1,0,0
"41455950",0.4,0.2,0.2,0.5,0.5,0,1,0,0
"41456053",0,0.5,0.166666666666667,0.75,0,0.25,0.666666666666667,0.333333333333333,0
"41456069",0.285714285714286,0,0.428571428571429,0,0,0,1,0,0
"41456074",0,0.666666666666667,0,0.5,0.5,0,0,0,0
"41456175",0.666666666666667,0,0,0,0,0,0,0,0
"41456225",0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"41456248",0,1,0,0.25,0.625,0,0,0,0
"41456374",0.6,0.2,0,1,0,0,1,0,0
"41456436",0.75,0,0,0,0,0,0,0,0
"41456472",0,0,0.666666666666667,0.5,0,0,0.333333333333333,0.666666666666667,0
"41456477",0.25,0.25,0,0.5,0.5,0,0,0,0
"41456522",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"41456541",0.5,0,0.333333333333333,0.5,0.5,0,0.5,0.5,0
"41456579",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41456581",0.4,0.4,0,1,0,0,0,0,0
"41456598",0.8,0,0,0,0,0,0,0,0
"41456628",0.5,0.25,0,1,0,0,0,0,0
"41456654",0.5,0,0.5,0.5,0,0,0,0.666666666666667,0
"41456744",0.666666666666667,0,0,0,0,0,0,0,0
"41456771",0.5,0,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0
"41456844",0,1,0,0,0,0,0,0,0
"41456863",0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0,0,0,0
"41456879",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"41456887",0.4,0.2,0.2,0.5,0,0.5,0.5,0.5,0
"41456895",0.428571428571429,0,0.142857142857143,1,0,0,0.666666666666667,0,0.333333333333333
"41456964",0.6,0.2,0,0.666666666666667,0.333333333333333,0,0,0,0
"41456998",0.666666666666667,0,0,0,0,0,0,0,0
"41457023",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0.25,0,0.333333333333333,0.5
"41457035",0.666666666666667,0,0,0,0,0,0,0,0
"41457158",0,0.25,0.5,0.5,0.5,0,0.5,0,0.5
"41457183",0.75,0,0,0,0,0,0,0,0
"41457197",0.25,0.25,0.375,0.5,0.25,0.25,0.8,0.2,0
"41457352",0.8,0,0,1,0,0,0,0,0
"41457364",0.25,0.25,0.25,0.25,0.25,0.5,0.666666666666667,0.333333333333333,0
"41457389",0.25,0.5,0,0.5,0.5,0,0,0,0
"41457400",0.75,0,0,0,0,0,0,0,0
"41457424",0,0.6,0.4,0.4,0.2,0.2,0.75,0.25,0
"41457445",0.75,0,0,0,0,0,0,0,0
"41457451",0,1,0,0.714285714285714,0.142857142857143,0,0,0,0
"41457453",0.4,0.4,0,0.5,0.25,0,1,0,0
"41457489",0.4,0.4,0,0.5,0,0,0,0,0
"41457495",0.25,0.5,0,1,0,0,0,0,0
"41457520",0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.25,0.25,0.25,0.5,0.25
